 0%|          | 0/50 [00:00<?, ?it/s]
Epoch 3, avg running_loss: 0.3315157890319824
Epoch 3, avg running_loss: 0.2933553457260132
Epoch 3, avg running_loss: 0.303188294172287
Epoch 3, avg running_loss: 0.2608835697174072
Epoch 3, avg running_loss: 0.28133073449134827
Epoch 3, avg running_loss: 0.2928129732608795
Epoch 3, avg running_loss: 0.3328462243080139
Epoch 3, avg running_loss: 0.2511430084705353
Epoch 3, avg running_loss: 0.2728138566017151
Epoch 3, avg running_loss: 0.280969500541687
Epoch 3, avg running_loss: 0.3104476034641266
Epoch 3, avg running_loss: 0.28109145164489746
Epoch 3, avg running_loss: 0.2905961871147156
Epoch 3, avg running_loss: 0.2737654745578766
Validation for Epoch 3 starting:
Training loss for 3:53.54104995727539
Validation loss for 3:0.47965484857559204
  6%|▌         | 3/50 [04:09<1:05:07, 83.15s/it]
Training for Epoch 4 starting:
Epoch 4, avg running_loss: 0.2853035628795624
Epoch 4, avg running_loss: 0.2640688717365265
Epoch 4, avg running_loss: 0.2707955241203308
Epoch 4, avg running_loss: 0.2779826819896698
Epoch 4, avg running_loss: 0.25947272777557373
Epoch 4, avg running_loss: 0.23913565278053284
Epoch 4, avg running_loss: 0.25275087356567383
Epoch 4, avg running_loss: 0.24145376682281494
Epoch 4, avg running_loss: 0.22165162861347198
Epoch 4, avg running_loss: 0.24382555484771729
Epoch 4, avg running_loss: 0.20835888385772705
Epoch 4, avg running_loss: 0.22984233498573303
Epoch 4, avg running_loss: 0.22643183171749115
Epoch 4, avg running_loss: 0.25004294514656067
Epoch 4, avg running_loss: 0.23089705407619476
Epoch 4, avg running_loss: 0.22157184779644012
Epoch 4, avg running_loss: 0.2212328016757965
Epoch 4, avg running_loss: 0.2110767811536789
Validation for Epoch 4 starting:
Training loss for 4:43.5589485168457
Validation loss for 4:0.4482174515724182
  8%|▊         | 4/50 [05:32<1:03:41, 83.08s/it]
Training for Epoch 5 starting:
Epoch 5, avg running_loss: 0.23453223705291748
Epoch 5, avg running_loss: 0.21613553166389465
Epoch 5, avg running_loss: 0.21431374549865723
Epoch 5, avg running_loss: 0.19596758484840393
Epoch 5, avg running_loss: 0.21739864349365234
Epoch 5, avg running_loss: 0.2060628980398178
Epoch 5, avg running_loss: 0.20553521811962128
Epoch 5, avg running_loss: 0.1959025263786316
Epoch 5, avg running_loss: 0.20064035058021545
Epoch 5, avg running_loss: 0.1905507594347
Epoch 5, avg running_loss: 0.20902970433235168
Epoch 5, avg running_loss: 0.19283300638198853
Epoch 5, avg running_loss: 0.1594112068414688
Epoch 5, avg running_loss: 0.18705855309963226
Epoch 5, avg running_loss: 0.18650631606578827
Epoch 5, avg running_loss: 0.21737520396709442
Epoch 5, avg running_loss: 0.21550095081329346
Epoch 5, avg running_loss: 0.207833930850029
Validation for Epoch 5 starting:
Training loss for 5:36.525875091552734
Validation loss for 5:0.43604642152786255
 10%|█         | 5/50 [06:55<1:02:17, 83.06s/it]
Training for Epoch 6 starting:
Epoch 6, avg running_loss: 0.1860239952802658
Epoch 6, avg running_loss: 0.20641373097896576
Epoch 6, avg running_loss: 0.17952892184257507
Epoch 6, avg running_loss: 0.19239382445812225
Epoch 6, avg running_loss: 0.1772233247756958
Epoch 6, avg running_loss: 0.1894117146730423
Epoch 6, avg running_loss: 0.1526351124048233
Epoch 6, avg running_loss: 0.1766853779554367
Epoch 6, avg running_loss: 0.19851849973201752
Epoch 6, avg running_loss: 0.1899387240409851
Epoch 6, avg running_loss: 0.174805149435997
Epoch 6, avg running_loss: 0.1830366551876068
Epoch 6, avg running_loss: 0.17505453526973724
Epoch 6, avg running_loss: 0.16931100189685822
Epoch 6, avg running_loss: 0.16873688995838165
Epoch 6, avg running_loss: 0.19446629285812378
Epoch 6, avg running_loss: 0.15889860689640045
Epoch 6, avg running_loss: 0.14135701954364777
Validation for Epoch 6 starting:
Training loss for 6:32.144386291503906
Validation loss for 6:0.4087991714477539
 12%|█▏        | 6/50 [08:18<1:00:52, 83.02s/it]
Training for Epoch 7 starting:
Epoch 7, avg running_loss: 0.1554414927959442
Epoch 7, avg running_loss: 0.1533510535955429
Epoch 7, avg running_loss: 0.18875949084758759
Epoch 7, avg running_loss: 0.2089473307132721
Epoch 7, avg running_loss: 0.22223205864429474
Epoch 7, avg running_loss: 0.21090777218341827
Epoch 7, avg running_loss: 0.1804642379283905
Epoch 7, avg running_loss: 0.1761075258255005
Epoch 7, avg running_loss: 0.17463722825050354
Epoch 7, avg running_loss: 0.16318975389003754
Epoch 7, avg running_loss: 0.17157191038131714
Epoch 7, avg running_loss: 0.15352822840213776
Epoch 7, avg running_loss: 0.15212075412273407
Epoch 7, avg running_loss: 0.15765519440174103
Epoch 7, avg running_loss: 0.1493973582983017
Epoch 7, avg running_loss: 0.14832262694835663
Epoch 7, avg running_loss: 0.17570823431015015
Epoch 7, avg running_loss: 0.17310209572315216
Validation for Epoch 7 starting:
Training loss for 7:31.154443740844727
Validation loss for 7:0.3866627514362335
 14%|█▍        | 7/50 [09:41<59:29, 83.02s/it]  
Training for Epoch 8 starting:
Epoch 8, avg running_loss: 0.16561934351921082
Epoch 8, avg running_loss: 0.16095803678035736
Epoch 8, avg running_loss: 0.14986491203308105
Epoch 8, avg running_loss: 0.14834295213222504
Epoch 8, avg running_loss: 0.1522039920091629
Epoch 8, avg running_loss: 0.14681553840637207
Epoch 8, avg running_loss: 0.15693293511867523
Epoch 8, avg running_loss: 0.16563093662261963
Epoch 8, avg running_loss: 0.16251978278160095
Epoch 8, avg running_loss: 0.15901200473308563
Epoch 8, avg running_loss: 0.132368803024292
Epoch 8, avg running_loss: 0.15546701848506927
Epoch 8, avg running_loss: 0.15887583792209625
Epoch 8, avg running_loss: 0.15411582589149475
Epoch 8, avg running_loss: 0.15318284928798676
Epoch 8, avg running_loss: 0.15577517449855804
Epoch 8, avg running_loss: 0.16008970141410828
Epoch 8, avg running_loss: 0.13922598958015442
Validation for Epoch 8 starting:
Training loss for 8:27.77000617980957
Validation loss for 8:0.3339308798313141
 16%|█▌        | 8/50 [11:04<58:07, 83.02s/it]
Training for Epoch 9 starting:
Epoch 9, avg running_loss: 0.16317959129810333
Epoch 9, avg running_loss: 0.12993262708187103
Epoch 9, avg running_loss: 0.1497594565153122
Epoch 9, avg running_loss: 0.14141051471233368
Epoch 9, avg running_loss: 0.15617111325263977
Epoch 9, avg running_loss: 0.148305281996727
Epoch 9, avg running_loss: 0.15267828106880188
Epoch 9, avg running_loss: 0.13748300075531006
Epoch 9, avg running_loss: 0.12952792644500732
Epoch 9, avg running_loss: 0.1382327526807785
Epoch 9, avg running_loss: 0.13873913884162903
Epoch 9, avg running_loss: 0.14370405673980713
Epoch 9, avg running_loss: 0.1428895890712738
Epoch 9, avg running_loss: 0.12590712308883667
Epoch 9, avg running_loss: 0.13848228752613068
Epoch 9, avg running_loss: 0.14315898716449738
Epoch 9, avg running_loss: 0.146120086312294
Epoch 9, avg running_loss: 0.142510324716568
Validation for Epoch 9 starting:
Training loss for 9:25.68191909790039
Validation loss for 9:0.37847545742988586
 18%|█▊        | 9/50 [12:27<56:43, 83.01s/it]
Training for Epoch 10 starting:
Epoch 10, avg running_loss: 0.12140090763568878
Epoch 10, avg running_loss: 0.12593388557434082
Epoch 10, avg running_loss: 0.1552613228559494
Epoch 10, avg running_loss: 0.16924726963043213
Epoch 10, avg running_loss: 0.1339818686246872
Epoch 10, avg running_loss: 0.1563258320093155
Epoch 10, avg running_loss: 0.16259364783763885
Epoch 10, avg running_loss: 0.19247101247310638
Epoch 10, avg running_loss: 0.16866128146648407
Epoch 10, avg running_loss: 0.17356620728969574
Epoch 10, avg running_loss: 0.1386154145002365
Epoch 10, avg running_loss: 0.12389787286520004
Epoch 10, avg running_loss: 0.1433435082435608
Epoch 10, avg running_loss: 0.13586996495723724
Epoch 10, avg running_loss: 0.11727656424045563
Epoch 10, avg running_loss: 0.1308215707540512
Epoch 10, avg running_loss: 0.12827390432357788
Epoch 10, avg running_loss: 0.12023978680372238
Validation for Epoch 10 starting:
Training loss for 10:25.977811813354492
Validation loss for 10:0.4419401288032532
 20%|██        | 10/50 [13:50<55:20, 83.00s/it]
Training for Epoch 11 starting:
Epoch 11, avg running_loss: 0.12312342971563339
Epoch 11, avg running_loss: 0.10821085423231125
Epoch 11, avg running_loss: 0.13014788925647736
Epoch 11, avg running_loss: 0.14285622537136078
Epoch 11, avg running_loss: 0.13527098298072815
Epoch 11, avg running_loss: 0.14539968967437744
Epoch 11, avg running_loss: 0.14229820668697357
Epoch 11, avg running_loss: 0.11273814737796783
Epoch 11, avg running_loss: 0.1252819299697876
Epoch 11, avg running_loss: 0.12834136188030243
Epoch 11, avg running_loss: 0.1311994194984436
Epoch 11, avg running_loss: 0.12074533849954605
Epoch 11, avg running_loss: 0.13212628662586212
Epoch 11, avg running_loss: 0.1280239075422287
Epoch 11, avg running_loss: 0.1190277710556984
Epoch 11, avg running_loss: 0.13218314945697784
Epoch 11, avg running_loss: 0.11699116230010986
Epoch 11, avg running_loss: 0.11040443181991577
Validation for Epoch 11 starting:
Training loss for 11:22.843700408935547
Validation loss for 11:0.32998985052108765
 22%|██▏       | 11/50 [15:12<53:56, 82.98s/it]
Training for Epoch 12 starting:
Epoch 12, avg running_loss: 0.1158985123038292
Epoch 12, avg running_loss: 0.12010569870471954
Epoch 12, avg running_loss: 0.11470111459493637
Epoch 12, avg running_loss: 0.11023665964603424
Epoch 12, avg running_loss: 0.10125583410263062
Epoch 12, avg running_loss: 0.10994920879602432
Epoch 12, avg running_loss: 0.11143755167722702
Epoch 12, avg running_loss: 0.12208129465579987
Epoch 12, avg running_loss: 0.12113946676254272
Epoch 12, avg running_loss: 0.13491730391979218
Epoch 12, avg running_loss: 0.11106013506650925
Epoch 12, avg running_loss: 0.12232267111539841
Epoch 12, avg running_loss: 0.11542234569787979
Epoch 12, avg running_loss: 0.11868248134851456
Epoch 12, avg running_loss: 0.10878882557153702
Epoch 12, avg running_loss: 0.1115136370062828
Epoch 12, avg running_loss: 0.1346646100282669
Epoch 12, avg running_loss: 0.13372085988521576
Validation for Epoch 12 starting:
Training loss for 12:21.17898178100586
Validation loss for 12:0.47934532165527344
 24%|██▍       | 12/50 [16:35<52:29, 82.89s/it]
Training for Epoch 13 starting:
Epoch 13, avg running_loss: 0.13637720048427582
Epoch 13, avg running_loss: 0.11975684016942978
Epoch 13, avg running_loss: 0.1231648251414299
Epoch 13, avg running_loss: 0.11616390198469162
Epoch 13, avg running_loss: 0.10589835792779922
Epoch 13, avg running_loss: 0.08893906325101852
Epoch 13, avg running_loss: 0.12093684822320938
Epoch 13, avg running_loss: 0.10332377254962921
Epoch 13, avg running_loss: 0.127359077334404
Epoch 13, avg running_loss: 0.10527216643095016
Epoch 13, avg running_loss: 0.10396505892276764
Epoch 13, avg running_loss: 0.09709199517965317
Epoch 13, avg running_loss: 0.10056252777576447
Epoch 13, avg running_loss: 0.08827308565378189
Epoch 13, avg running_loss: 0.1087205782532692
Epoch 13, avg running_loss: 0.09506925940513611
Epoch 13, avg running_loss: 0.09683986753225327
Epoch 13, avg running_loss: 0.09856700897216797
Validation for Epoch 13 starting:
Training loss for 13:19.362821578979492
Validation loss for 13:0.38506025075912476
 26%|██▌       | 13/50 [17:58<51:04, 82.83s/it]
Training for Epoch 14 starting:
Epoch 14, avg running_loss: 0.08971349895000458
Epoch 14, avg running_loss: 0.10162875801324844
Epoch 14, avg running_loss: 0.09827050566673279
Epoch 14, avg running_loss: 0.16353563964366913
Epoch 14, avg running_loss: 0.17396655678749084
Epoch 14, avg running_loss: 0.1567925363779068
Epoch 14, avg running_loss: 0.16239121556282043
Epoch 14, avg running_loss: 0.13744060695171356
Epoch 14, avg running_loss: 0.1312292218208313
Epoch 14, avg running_loss: 0.1347600668668747
Epoch 14, avg running_loss: 0.13011223077774048
Epoch 14, avg running_loss: 0.10899589210748672
Epoch 14, avg running_loss: 0.1110214963555336
Epoch 14, avg running_loss: 0.1273849457502365
Epoch 14, avg running_loss: 0.12462367862462997
Epoch 14, avg running_loss: 0.11832689493894577
Epoch 14, avg running_loss: 0.12569893896579742
Epoch 14, avg running_loss: 0.10965534299612045
Validation for Epoch 14 starting:
Training loss for 14:23.05548095703125
Validation loss for 14:0.3769676089286804
 28%|██▊       | 14/50 [19:21<49:40, 82.79s/it]
Training for Epoch 15 starting:
Epoch 15, avg running_loss: 0.11343494802713394
Epoch 15, avg running_loss: 0.10107006132602692
Epoch 15, avg running_loss: 0.10123278200626373
Epoch 15, avg running_loss: 0.10695735365152359
Epoch 15, avg running_loss: 0.09289532899856567
Epoch 15, avg running_loss: 0.09861736744642258
Epoch 15, avg running_loss: 0.11701538413763046
Epoch 15, avg running_loss: 0.09423280507326126
Epoch 15, avg running_loss: 0.09472262859344482
Epoch 15, avg running_loss: 0.09798222035169601
Epoch 15, avg running_loss: 0.10318614542484283
Epoch 15, avg running_loss: 0.09336601942777634
Epoch 15, avg running_loss: 0.09791096299886703
Epoch 15, avg running_loss: 0.09644301235675812
Epoch 15, avg running_loss: 0.10263412445783615
Epoch 15, avg running_loss: 0.1097593680024147
Epoch 15, avg running_loss: 0.0908110961318016
Epoch 15, avg running_loss: 0.09883888065814972
Validation for Epoch 15 starting:
Training loss for 15:18.111101150512695
Validation loss for 15:0.5240669250488281
 30%|███       | 15/50 [20:43<48:17, 82.78s/it]
Training for Epoch 16 starting:
Epoch 16, avg running_loss: 0.09233706444501877
Epoch 16, avg running_loss: 0.09482096880674362
Epoch 16, avg running_loss: 0.09526115655899048
Epoch 16, avg running_loss: 0.0935317873954773
Epoch 16, avg running_loss: 0.09013822674751282
Epoch 16, avg running_loss: 0.09252653270959854
Epoch 16, avg running_loss: 0.09098601341247559
Epoch 16, avg running_loss: 0.09804663807153702
Epoch 16, avg running_loss: 0.08898825198411942
Epoch 16, avg running_loss: 0.08835308998823166
Epoch 16, avg running_loss: 0.08515843749046326
Epoch 16, avg running_loss: 0.08126988261938095
Epoch 16, avg running_loss: 0.08591470867395401
Epoch 16, avg running_loss: 0.092397540807724
Epoch 16, avg running_loss: 0.08724676817655563
Epoch 16, avg running_loss: 0.0806947723031044
Epoch 16, avg running_loss: 0.08624028414487839
Epoch 16, avg running_loss: 0.09130344539880753
Validation for Epoch 16 starting:
Training loss for 16:16.152158737182617
Validation loss for 16:0.4255582094192505
 32%|███▏      | 16/50 [22:06<46:54, 82.77s/it]
Training for Epoch 17 starting:
Epoch 17, avg running_loss: 0.0918789878487587
Epoch 17, avg running_loss: 0.0789705142378807
Epoch 17, avg running_loss: 0.08450686186552048
Epoch 17, avg running_loss: 0.09261439740657806
Epoch 17, avg running_loss: 0.09401218593120575
Epoch 17, avg running_loss: 0.08246438205242157
Epoch 17, avg running_loss: 0.08844957500696182
Epoch 17, avg running_loss: 0.08091437071561813
Epoch 17, avg running_loss: 0.08697419613599777
Epoch 17, avg running_loss: 0.09144142270088196
Epoch 17, avg running_loss: 0.09330731630325317
Epoch 17, avg running_loss: 0.08173011988401413
Epoch 17, avg running_loss: 0.08221405744552612
Epoch 17, avg running_loss: 0.08287981897592545
Epoch 17, avg running_loss: 0.08061905205249786
Epoch 17, avg running_loss: 0.08231894671916962
Epoch 17, avg running_loss: 0.07930924743413925
Epoch 17, avg running_loss: 0.07422342151403427
Validation for Epoch 17 starting:
Training loss for 17:15.288285255432129
Validation loss for 17:0.42675578594207764
 34%|███▍      | 17/50 [23:29<45:31, 82.76s/it]
Training for Epoch 18 starting:
Epoch 18, avg running_loss: 0.07650173455476761
Epoch 18, avg running_loss: 0.09327773749828339
Epoch 18, avg running_loss: 0.06757989525794983
Epoch 18, avg running_loss: 0.07755497097969055
Epoch 18, avg running_loss: 0.08185175806283951
Epoch 18, avg running_loss: 0.08391480892896652
Epoch 18, avg running_loss: 0.07838030159473419
Epoch 18, avg running_loss: 0.0770997628569603
Epoch 18, avg running_loss: 0.07699551433324814
Epoch 18, avg running_loss: 0.07875455170869827
Epoch 18, avg running_loss: 0.08234883099794388
Epoch 18, avg running_loss: 0.08254969120025635
Epoch 18, avg running_loss: 0.08756284415721893
Epoch 18, avg running_loss: 0.08235496282577515
Epoch 18, avg running_loss: 0.08025003969669342
Epoch 18, avg running_loss: 0.08725547045469284
Epoch 18, avg running_loss: 0.07976765930652618
Epoch 18, avg running_loss: 0.08242718875408173
Validation for Epoch 18 starting:
Training loss for 18:14.564279556274414
Validation loss for 18:0.3649755120277405
 36%|███▌      | 18/50 [24:51<44:07, 82.74s/it]
Training for Epoch 19 starting:
Epoch 19, avg running_loss: 0.08917181938886642
Epoch 19, avg running_loss: 0.07845978438854218
Epoch 19, avg running_loss: 0.074876569211483
Epoch 19, avg running_loss: 0.07307801395654678
Epoch 19, avg running_loss: 0.07395883649587631
Epoch 19, avg running_loss: 0.07417970150709152
Epoch 19, avg running_loss: 0.07174302637577057
Epoch 19, avg running_loss: 0.07568760961294174
Epoch 19, avg running_loss: 0.07311451435089111
Epoch 19, avg running_loss: 0.08319606631994247
Epoch 19, avg running_loss: 0.07009418308734894
Epoch 19, avg running_loss: 0.08103739470243454
Epoch 19, avg running_loss: 0.10715879499912262
Epoch 19, avg running_loss: 0.08106227219104767
Epoch 19, avg running_loss: 0.09642863273620605
Epoch 19, avg running_loss: 0.11986591666936874
Epoch 19, avg running_loss: 0.09356334060430527
Epoch 19, avg running_loss: 0.10265018045902252
Validation for Epoch 19 starting:
Training loss for 19:15.193265914916992
Validation loss for 19:0.36199951171875
 38%|███▊      | 19/50 [26:14<42:44, 82.71s/it]
Training for Epoch 20 starting:
Epoch 20, avg running_loss: 0.08837764710187912
Epoch 20, avg running_loss: 0.09066478163003922
Epoch 20, avg running_loss: 0.08464828133583069
Epoch 20, avg running_loss: 0.08112263679504395
Epoch 20, avg running_loss: 0.08347796648740768
Epoch 20, avg running_loss: 0.0908515527844429
Epoch 20, avg running_loss: 0.09155827760696411
Epoch 20, avg running_loss: 0.09484647214412689
Epoch 20, avg running_loss: 0.09948748350143433
Epoch 20, avg running_loss: 0.08292701840400696
Epoch 20, avg running_loss: 0.0817151814699173
Epoch 20, avg running_loss: 0.08086623251438141
Epoch 20, avg running_loss: 0.08623280376195908
Epoch 20, avg running_loss: 0.07897395640611649
Epoch 20, avg running_loss: 0.07240354269742966
Epoch 20, avg running_loss: 0.07023108005523682
Epoch 20, avg running_loss: 0.07199082523584366
Epoch 20, avg running_loss: 0.07067446410655975
Validation for Epoch 20 starting:
Training loss for 20:15.010499954223633
Validation loss for 20:0.41539472341537476
 40%|████      | 20/50 [27:37<41:20, 82.70s/it]
Training for Epoch 21 starting:
Epoch 21, avg running_loss: 0.07065965980291367
Epoch 21, avg running_loss: 0.06908151507377625
Epoch 21, avg running_loss: 0.07302766293287277
Epoch 21, avg running_loss: 0.07111164182424545
Epoch 21, avg running_loss: 0.07274876534938812
Epoch 21, avg running_loss: 0.07003593444824219
Epoch 21, avg running_loss: 0.06363975256681442
Epoch 21, avg running_loss: 0.0681319609284401
Epoch 21, avg running_loss: 0.07411812990903854
Epoch 21, avg running_loss: 0.0688106119632721
Epoch 21, avg running_loss: 0.06757336109876633
Epoch 21, avg running_loss: 0.07454776018857956
Epoch 21, avg running_loss: 0.06920208781957626
Epoch 21, avg running_loss: 0.06831791251897812
Epoch 21, avg running_loss: 0.06810656934976578
Epoch 21, avg running_loss: 0.06778079271316528
Epoch 21, avg running_loss: 0.0701187327504158
Epoch 21, avg running_loss: 0.06716512888669968
Validation for Epoch 21 starting:
Training loss for 21:12.54178237915039
Validation loss for 21:0.4646663963794708
 42%|████▏     | 21/50 [29:00<39:58, 82.70s/it]
Training for Epoch 22 starting:
Epoch 22, avg running_loss: 0.0709853544831276
Epoch 22, avg running_loss: 0.06027550622820854
Epoch 22, avg running_loss: 0.06795477122068405
Epoch 22, avg running_loss: 0.059200774878263474
Epoch 22, avg running_loss: 0.060708221048116684
Epoch 22, avg running_loss: 0.06576429307460785
Epoch 22, avg running_loss: 0.06140821799635887
Epoch 22, avg running_loss: 0.07843656837940216
Epoch 22, avg running_loss: 0.06601817160844803
Epoch 22, avg running_loss: 0.06429173797369003
Epoch 22, avg running_loss: 0.06612208485603333
Epoch 22, avg running_loss: 0.069985032081604
Epoch 22, avg running_loss: 0.07334469258785248
Epoch 22, avg running_loss: 0.07179189473390579
Epoch 22, avg running_loss: 0.06730842590332031
Epoch 22, avg running_loss: 0.06882598251104355
Epoch 22, avg running_loss: 0.07185583561658859
Epoch 22, avg running_loss: 0.06083709001541138
Validation for Epoch 22 starting:
Training loss for 22:12.051145553588867
Validation loss for 22:0.5271463990211487
 44%|████▍     | 22/50 [30:22<38:35, 82.70s/it]
Training for Epoch 23 starting:
Epoch 23, avg running_loss: 0.06273304671049118
Epoch 23, avg running_loss: 0.0659446194767952
Epoch 23, avg running_loss: 0.0667041689157486
Epoch 23, avg running_loss: 0.068573497235775
Epoch 23, avg running_loss: 0.06464006751775742
Epoch 23, avg running_loss: 0.07275082170963287
Epoch 23, avg running_loss: 0.06215853616595268
Epoch 23, avg running_loss: 0.06508780270814896
Epoch 23, avg running_loss: 0.06559143960475922
Epoch 23, avg running_loss: 0.05911707878112793
Epoch 23, avg running_loss: 0.06278689950704575
Epoch 23, avg running_loss: 0.070433109998703
Epoch 23, avg running_loss: 0.07154417037963867
Epoch 23, avg running_loss: 0.07273196429014206
Epoch 23, avg running_loss: 0.07551135122776031
Epoch 23, avg running_loss: 0.07457955181598663
Epoch 23, avg running_loss: 0.07007764279842377
Epoch 23, avg running_loss: 0.06623513251543045
Validation for Epoch 23 starting:
Training loss for 23:12.17200756072998
Validation loss for 23:0.3824188709259033
 46%|████▌     | 23/50 [31:45<37:12, 82.70s/it]
Training for Epoch 24 starting:
Epoch 24, avg running_loss: 0.0640566274523735
Epoch 24, avg running_loss: 0.0588185153901577
Epoch 24, avg running_loss: 0.06312788277864456
Epoch 24, avg running_loss: 0.06801461428403854
Epoch 24, avg running_loss: 0.06093177944421768
Epoch 24, avg running_loss: 0.0646216869354248
Epoch 24, avg running_loss: 0.06308349967002869
Epoch 24, avg running_loss: 0.06396607309579849
Epoch 24, avg running_loss: 0.06765080988407135
Epoch 24, avg running_loss: 0.06258896738290787
Epoch 24, avg running_loss: 0.05905122309923172
Epoch 24, avg running_loss: 0.053735312074422836
Epoch 24, avg running_loss: 0.060561735183000565
Epoch 24, avg running_loss: 0.05549439787864685
Epoch 24, avg running_loss: 0.0607132688164711
Epoch 24, avg running_loss: 0.06242873892188072
Epoch 24, avg running_loss: 0.06056686118245125
Epoch 24, avg running_loss: 0.05969430133700371
Validation for Epoch 24 starting:
Training loss for 24:11.091059684753418
Validation loss for 24:0.4527266025543213
 48%|████▊     | 24/50 [33:08<35:49, 82.68s/it]
Training for Epoch 25 starting:
Epoch 25, avg running_loss: 0.05264797806739807
Epoch 25, avg running_loss: 0.05915015563368797
Epoch 25, avg running_loss: 0.05695454031229019
Epoch 25, avg running_loss: 0.05319115146994591
Epoch 25, avg running_loss: 0.05483074113726616
Epoch 25, avg running_loss: 0.057666875422000885
Epoch 25, avg running_loss: 0.05828235670924187
Epoch 25, avg running_loss: 0.060161955654621124
Epoch 25, avg running_loss: 0.06120312213897705
Epoch 25, avg running_loss: 0.060113575309515
Epoch 25, avg running_loss: 0.059603042900562286
Epoch 25, avg running_loss: 0.0603843629360199
Epoch 25, avg running_loss: 0.061818867921829224
Epoch 25, avg running_loss: 0.06531205028295517
Epoch 25, avg running_loss: 0.06349296122789383
Epoch 25, avg running_loss: 0.06029650196433067
Epoch 25, avg running_loss: 0.0641317293047905
Epoch 25, avg running_loss: 0.06386738270521164
Validation for Epoch 25 starting:
Training loss for 25:10.731096267700195
Validation loss for 25:0.5554189085960388
 50%|█████     | 25/50 [34:30<34:27, 82.69s/it]
Training for Epoch 26 starting:
Epoch 26, avg running_loss: 0.05460038408637047
Epoch 26, avg running_loss: 0.061709340661764145
Epoch 26, avg running_loss: 0.05597095564007759
Epoch 26, avg running_loss: 0.05132129788398743
Epoch 26, avg running_loss: 0.05716204270720482
Epoch 26, avg running_loss: 0.05268048867583275
Epoch 26, avg running_loss: 0.058994829654693604
Epoch 26, avg running_loss: 0.07317160069942474
Epoch 26, avg running_loss: 0.09403280168771744
Epoch 26, avg running_loss: 0.10424013435840607
Epoch 26, avg running_loss: 0.09480505436658859
Epoch 26, avg running_loss: 0.08457016199827194
Epoch 26, avg running_loss: 0.0809779167175293
Epoch 26, avg running_loss: 0.08721189945936203
Epoch 26, avg running_loss: 0.08464382588863373
Epoch 26, avg running_loss: 0.09172883629798889
Epoch 26, avg running_loss: 0.13218842446804047
Epoch 26, avg running_loss: 0.11275704205036163
Validation for Epoch 26 starting:
Training loss for 26:14.327670097351074
Validation loss for 26:0.5851330757141113
 52%|█████▏    | 26/50 [35:53<33:04, 82.68s/it]
Training for Epoch 27 starting:
Epoch 27, avg running_loss: 0.10142263025045395
Epoch 27, avg running_loss: 0.09501927345991135
Epoch 27, avg running_loss: 0.10206016153097153
Epoch 27, avg running_loss: 0.08659721910953522
Epoch 27, avg running_loss: 0.08179593831300735
Epoch 27, avg running_loss: 0.07513104379177094
Epoch 27, avg running_loss: 0.07683131843805313
Epoch 27, avg running_loss: 0.06955065578222275
Epoch 27, avg running_loss: 0.0654977560043335
