  0%|          | 0/50 [00:00<?, ?it/s]
Epoch 3, avg running_loss: 0.4157228469848633
Epoch 3, avg running_loss: 0.4204932749271393
Epoch 3, avg running_loss: 0.3895244002342224
Epoch 3, avg running_loss: 0.41368433833122253
Epoch 3, avg running_loss: 0.40818724036216736
Epoch 3, avg running_loss: 0.40278521180152893
Epoch 3, avg running_loss: 0.4138665795326233
Epoch 3, avg running_loss: 0.4164678752422333
Epoch 3, avg running_loss: 0.3837880492210388
Epoch 3, avg running_loss: 0.3987322449684143
Epoch 3, avg running_loss: 0.38634058833122253
Epoch 3, avg running_loss: 0.38871529698371887
Epoch 3, avg running_loss: 0.39170703291893005
Epoch 3, avg running_loss: 0.3989313542842865
Validation for Epoch 3 starting:
Training loss for 3:73.42868041992188
Validation loss for 3:0.8121641874313354
  6%|▌         | 3/50 [04:09<1:05:20, 83.42s/it]
Training for Epoch 4 starting:
Epoch 4, avg running_loss: 0.39550352096557617
Epoch 4, avg running_loss: 0.3869161605834961
Epoch 4, avg running_loss: 0.3821198046207428
Epoch 4, avg running_loss: 0.3815062642097473
Epoch 4, avg running_loss: 0.38239550590515137
Epoch 4, avg running_loss: 0.3906882703304291
Epoch 4, avg running_loss: 0.3907804489135742
Epoch 4, avg running_loss: 0.39061030745506287
Epoch 4, avg running_loss: 0.369479775428772
Epoch 4, avg running_loss: 0.3929062485694885
Epoch 4, avg running_loss: 0.3781450390815735
Epoch 4, avg running_loss: 0.3737069070339203
Epoch 4, avg running_loss: 0.3528096377849579
Epoch 4, avg running_loss: 0.3635548949241638
Epoch 4, avg running_loss: 0.3522357940673828
Epoch 4, avg running_loss: 0.37135201692581177
Epoch 4, avg running_loss: 0.3591341972351074
Epoch 4, avg running_loss: 0.3678441643714905
Validation for Epoch 4 starting:
Training loss for 4:67.81687927246094
Validation loss for 4:0.7191824913024902
  8%|▊         | 4/50 [05:32<1:03:49, 83.24s/it]
Training for Epoch 5 starting:
Epoch 5, avg running_loss: 0.3686981499195099
Epoch 5, avg running_loss: 0.3369791805744171
Epoch 5, avg running_loss: 0.3430282473564148
Epoch 5, avg running_loss: 0.3362467288970947
Epoch 5, avg running_loss: 0.35737764835357666
Epoch 5, avg running_loss: 0.3634233772754669
Epoch 5, avg running_loss: 0.3521342873573303
Epoch 5, avg running_loss: 0.34052762389183044
Epoch 5, avg running_loss: 0.3420718312263489
Epoch 5, avg running_loss: 0.4364285469055176
Epoch 5, avg running_loss: 0.4010123312473297
Epoch 5, avg running_loss: 0.3897283971309662
Epoch 5, avg running_loss: 0.3441016674041748
Epoch 5, avg running_loss: 0.3380746841430664
Epoch 5, avg running_loss: 0.3303857445716858
Epoch 5, avg running_loss: 0.3555687665939331
Epoch 5, avg running_loss: 0.33152493834495544
Epoch 5, avg running_loss: 0.31528300046920776
Validation for Epoch 5 starting:
Training loss for 5:63.82595443725586
Validation loss for 5:0.7859599590301514
 10%|█         | 5/50 [06:55<1:02:20, 83.11s/it]
Training for Epoch 6 starting:
Epoch 6, avg running_loss: 0.33632218837738037
Epoch 6, avg running_loss: 0.314443975687027
Epoch 6, avg running_loss: 0.3425690531730652
Epoch 6, avg running_loss: 0.33434632420539856
Epoch 6, avg running_loss: 0.3149334490299225
Epoch 6, avg running_loss: 0.34195995330810547
Epoch 6, avg running_loss: 0.3451553285121918
Epoch 6, avg running_loss: 0.33204221725463867
Epoch 6, avg running_loss: 0.345732182264328
Epoch 6, avg running_loss: 0.3367616832256317
Epoch 6, avg running_loss: 0.35137510299682617
Epoch 6, avg running_loss: 0.3130287826061249
Epoch 6, avg running_loss: 0.34469059109687805
Epoch 6, avg running_loss: 0.3128744065761566
Epoch 6, avg running_loss: 0.31209075450897217
Epoch 6, avg running_loss: 0.3089599311351776
Epoch 6, avg running_loss: 0.2918199300765991
Epoch 6, avg running_loss: 0.28592169284820557
Validation for Epoch 6 starting:
Training loss for 6:58.65028381347656
Validation loss for 6:0.6117523312568665
 12%|█▏        | 6/50 [08:18<1:00:52, 83.01s/it]
Training for Epoch 7 starting:
Epoch 7, avg running_loss: 0.296485036611557
Epoch 7, avg running_loss: 0.27768105268478394
Epoch 7, avg running_loss: 0.27437418699264526
Epoch 7, avg running_loss: 0.271176815032959
Epoch 7, avg running_loss: 0.26722872257232666
Epoch 7, avg running_loss: 0.30309489369392395
Epoch 7, avg running_loss: 0.2905324399471283
Epoch 7, avg running_loss: 0.2540759742259979
Epoch 7, avg running_loss: 0.285666286945343
Epoch 7, avg running_loss: 0.2794204652309418
Epoch 7, avg running_loss: 0.2746710777282715
Epoch 7, avg running_loss: 0.2643806040287018
Epoch 7, avg running_loss: 0.27680644392967224
Epoch 7, avg running_loss: 0.26971951127052307
Epoch 7, avg running_loss: 0.26062068343162537
Epoch 7, avg running_loss: 0.22698049247264862
Epoch 7, avg running_loss: 0.27043619751930237
Epoch 7, avg running_loss: 0.23699867725372314
Validation for Epoch 7 starting:
Training loss for 7:48.80348205566406
Validation loss for 7:0.60999596118927
 14%|█▍        | 7/50 [09:40<59:26, 82.95s/it]  
Training for Epoch 8 starting:
Epoch 8, avg running_loss: 0.23721423745155334
Epoch 8, avg running_loss: 0.25192105770111084
Epoch 8, avg running_loss: 0.2499106377363205
Epoch 8, avg running_loss: 0.22225871682167053
Epoch 8, avg running_loss: 0.20865948498249054
Epoch 8, avg running_loss: 0.24600760638713837
Epoch 8, avg running_loss: 0.2295829802751541
Epoch 8, avg running_loss: 0.2340177595615387
Epoch 8, avg running_loss: 0.26526185870170593
Epoch 8, avg running_loss: 0.24204765260219574
Epoch 8, avg running_loss: 0.2580215036869049
Epoch 8, avg running_loss: 0.22958670556545258
Epoch 8, avg running_loss: 0.24333493411540985
Epoch 8, avg running_loss: 0.22905050218105316
Epoch 8, avg running_loss: 0.22656050324440002
Epoch 8, avg running_loss: 0.21079087257385254
Epoch 8, avg running_loss: 0.205895334482193
Epoch 8, avg running_loss: 0.19446228444576263
Validation for Epoch 8 starting:
Training loss for 8:41.845848083496094
Validation loss for 8:0.5238671898841858
 16%|█▌        | 8/50 [11:03<58:03, 82.94s/it]
Training for Epoch 9 starting:
Epoch 9, avg running_loss: 0.20768311619758606
Epoch 9, avg running_loss: 0.1942603886127472
Epoch 9, avg running_loss: 0.19153547286987305
Epoch 9, avg running_loss: 0.21365566551685333
Epoch 9, avg running_loss: 0.20596957206726074
Epoch 9, avg running_loss: 0.2078816145658493
Epoch 9, avg running_loss: 0.19009876251220703
Epoch 9, avg running_loss: 0.1954146772623062
Epoch 9, avg running_loss: 0.2047000676393509
Epoch 9, avg running_loss: 0.2267407923936844
Epoch 9, avg running_loss: 0.20008878409862518
Epoch 9, avg running_loss: 0.21025025844573975
Epoch 9, avg running_loss: 0.20367331802845
Epoch 9, avg running_loss: 0.2007078379392624
Epoch 9, avg running_loss: 0.18725049495697021
Epoch 9, avg running_loss: 0.2066054344177246
Epoch 9, avg running_loss: 0.19659262895584106
Epoch 9, avg running_loss: 0.21792888641357422
Validation for Epoch 9 starting:
Training loss for 9:36.61037063598633
Validation loss for 9:0.5249566435813904
 18%|█▊        | 9/50 [12:26<56:36, 82.84s/it]
Training for Epoch 10 starting:
Epoch 10, avg running_loss: 0.18110251426696777
Epoch 10, avg running_loss: 0.19359315931797028
Epoch 10, avg running_loss: 0.19246479868888855
Epoch 10, avg running_loss: 0.1836358606815338
Epoch 10, avg running_loss: 0.18504327535629272
Epoch 10, avg running_loss: 0.18758884072303772
Epoch 10, avg running_loss: 0.20375163853168488
Epoch 10, avg running_loss: 0.1880088597536087
Epoch 10, avg running_loss: 0.16850893199443817
Epoch 10, avg running_loss: 0.18473975360393524
Epoch 10, avg running_loss: 0.19045941531658173
Epoch 10, avg running_loss: 0.18816381692886353
Epoch 10, avg running_loss: 0.19315819442272186
Epoch 10, avg running_loss: 0.18934595584869385
Epoch 10, avg running_loss: 0.1828812211751938
Epoch 10, avg running_loss: 0.16657041013240814
Epoch 10, avg running_loss: 0.1599206030368805
Epoch 10, avg running_loss: 0.16571860015392303
Validation for Epoch 10 starting:
Training loss for 10:33.04655838012695
Validation loss for 10:0.49382635951042175
 20%|██        | 10/50 [13:48<55:09, 82.73s/it]
Training for Epoch 11 starting:
Epoch 11, avg running_loss: 0.15747122466564178
Epoch 11, avg running_loss: 0.18818752467632294
Epoch 11, avg running_loss: 0.19531677663326263
Epoch 11, avg running_loss: 0.16359564661979675
Epoch 11, avg running_loss: 0.16420888900756836
Epoch 11, avg running_loss: 0.17090950906276703
Epoch 11, avg running_loss: 0.18495312333106995
Epoch 11, avg running_loss: 0.186141699552536
Epoch 11, avg running_loss: 0.18857736885547638
Epoch 11, avg running_loss: 0.1919548362493515
Epoch 11, avg running_loss: 0.16891498863697052
Epoch 11, avg running_loss: 0.1752922385931015
Epoch 11, avg running_loss: 0.1687627136707306
Epoch 11, avg running_loss: 0.16445057094097137
Epoch 11, avg running_loss: 0.16440027952194214
Epoch 11, avg running_loss: 0.16339993476867676
Epoch 11, avg running_loss: 0.16467027366161346
Epoch 11, avg running_loss: 0.16235214471817017
Validation for Epoch 11 starting:
Training loss for 11:31.235597610473633
Validation loss for 11:0.50411057472229
 22%|██▏       | 11/50 [15:11<53:44, 82.67s/it]
Training for Epoch 12 starting:
Epoch 12, avg running_loss: 0.1474626362323761
Epoch 12, avg running_loss: 0.1476297378540039
Epoch 12, avg running_loss: 0.15585198998451233
Epoch 12, avg running_loss: 0.14737820625305176
Epoch 12, avg running_loss: 0.13320665061473846
Epoch 12, avg running_loss: 0.1542813628911972
Epoch 12, avg running_loss: 0.15890397131443024
Epoch 12, avg running_loss: 0.15593495965003967
Epoch 12, avg running_loss: 0.15086901187896729
Epoch 12, avg running_loss: 0.1677151769399643
Epoch 12, avg running_loss: 0.19695258140563965
Epoch 12, avg running_loss: 0.20222917199134827
Epoch 12, avg running_loss: 0.17422449588775635
Epoch 12, avg running_loss: 0.16179053485393524
Epoch 12, avg running_loss: 0.16128598153591156
Epoch 12, avg running_loss: 0.14094147086143494
Epoch 12, avg running_loss: 0.17225433886051178
Epoch 12, avg running_loss: 0.14322248101234436
Validation for Epoch 12 starting:
Training loss for 12:28.721349716186523
Validation loss for 12:0.5020220875740051
 24%|██▍       | 12/50 [16:33<52:19, 82.63s/it]
Training for Epoch 13 starting:
Epoch 13, avg running_loss: 0.15876618027687073
Epoch 13, avg running_loss: 0.13723106682300568
Epoch 13, avg running_loss: 0.15939199924468994
Epoch 13, avg running_loss: 0.14750730991363525
Epoch 13, avg running_loss: 0.1581277847290039
Epoch 13, avg running_loss: 0.13377425074577332
Epoch 13, avg running_loss: 0.13844034075737
Epoch 13, avg running_loss: 0.139779731631279
Epoch 13, avg running_loss: 0.14818163216114044
Epoch 13, avg running_loss: 0.14072507619857788
Epoch 13, avg running_loss: 0.16449376940727234
Epoch 13, avg running_loss: 0.15989874303340912
Epoch 13, avg running_loss: 0.14711616933345795
Epoch 13, avg running_loss: 0.14794515073299408
Epoch 13, avg running_loss: 0.12872625887393951
Epoch 13, avg running_loss: 0.14746175706386566
Epoch 13, avg running_loss: 0.13382048904895782
Epoch 13, avg running_loss: 0.1433175802230835
Validation for Epoch 13 starting:
Training loss for 13:26.3470516204834
Validation loss for 13:0.4596661925315857
 26%|██▌       | 13/50 [17:56<50:55, 82.59s/it]
Training for Epoch 14 starting:
Epoch 14, avg running_loss: 0.1332750767469406
Epoch 14, avg running_loss: 0.13779568672180176
Epoch 14, avg running_loss: 0.12922929227352142
Epoch 14, avg running_loss: 0.16059890389442444
Epoch 14, avg running_loss: 0.1475822776556015
Epoch 14, avg running_loss: 0.1347542703151703
Epoch 14, avg running_loss: 0.1351407766342163
Epoch 14, avg running_loss: 0.12729418277740479
Epoch 14, avg running_loss: 0.13480286300182343
Epoch 14, avg running_loss: 0.12783510982990265
Epoch 14, avg running_loss: 0.1251915693283081
Epoch 14, avg running_loss: 0.11573433876037598
Epoch 14, avg running_loss: 0.13524341583251953
Epoch 14, avg running_loss: 0.1450536847114563
Epoch 14, avg running_loss: 0.13495951890945435
Epoch 14, avg running_loss: 0.14654235541820526
Epoch 14, avg running_loss: 0.14434485137462616
Epoch 14, avg running_loss: 0.14361119270324707
Validation for Epoch 14 starting:
Training loss for 14:24.589889526367188
Validation loss for 14:0.48016196489334106
 28%|██▊       | 14/50 [19:18<49:32, 82.57s/it]
Training for Epoch 15 starting:
Epoch 15, avg running_loss: 0.1325737088918686
Epoch 15, avg running_loss: 0.12193244695663452
Epoch 15, avg running_loss: 0.12669801712036133
Epoch 15, avg running_loss: 0.13648578524589539
Epoch 15, avg running_loss: 0.11714649200439453
Epoch 15, avg running_loss: 0.12758341431617737
Epoch 15, avg running_loss: 0.14217303693294525
Epoch 15, avg running_loss: 0.12034018337726593
Epoch 15, avg running_loss: 0.11992927640676498
Epoch 15, avg running_loss: 0.1140521913766861
Epoch 15, avg running_loss: 0.12133059650659561
Epoch 15, avg running_loss: 0.15084312856197357
Epoch 15, avg running_loss: 0.24564795196056366
Epoch 15, avg running_loss: 0.2296607345342636
Epoch 15, avg running_loss: 0.17771106958389282
Epoch 15, avg running_loss: 0.14509563148021698
Epoch 15, avg running_loss: 0.17496728897094727
Epoch 15, avg running_loss: 0.13011778891086578
Validation for Epoch 15 starting:
Training loss for 15:26.342885971069336
Validation loss for 15:0.5181596875190735
 30%|███       | 15/50 [20:41<48:10, 82.58s/it]
Training for Epoch 16 starting:
Epoch 16, avg running_loss: 0.13281291723251343
Epoch 16, avg running_loss: 0.16231170296669006
Epoch 16, avg running_loss: 0.12851716578006744
Epoch 16, avg running_loss: 0.11770852655172348
Epoch 16, avg running_loss: 0.13203094899654388
Epoch 16, avg running_loss: 0.1390020102262497
Epoch 16, avg running_loss: 0.1308908462524414
Epoch 16, avg running_loss: 0.12917695939540863
Epoch 16, avg running_loss: 0.13996273279190063
Epoch 16, avg running_loss: 0.13325068354606628
Epoch 16, avg running_loss: 0.12843282520771027
Epoch 16, avg running_loss: 0.12585698068141937
Epoch 16, avg running_loss: 0.13560359179973602
Epoch 16, avg running_loss: 0.1091683879494667
Epoch 16, avg running_loss: 0.12296056747436523
Epoch 16, avg running_loss: 0.11612199991941452
Epoch 16, avg running_loss: 0.11703457683324814
Epoch 16, avg running_loss: 0.10952716320753098
Validation for Epoch 16 starting:
Training loss for 16:23.103713989257812
Validation loss for 16:0.49836593866348267
 32%|███▏      | 16/50 [22:04<46:47, 82.57s/it]
Training for Epoch 17 starting:
Epoch 17, avg running_loss: 0.11127588897943497
Epoch 17, avg running_loss: 0.11315466463565826
Epoch 17, avg running_loss: 0.1176266297698021
Epoch 17, avg running_loss: 0.11409919708967209
Epoch 17, avg running_loss: 0.12817661464214325
Epoch 17, avg running_loss: 0.10791542381048203
Epoch 17, avg running_loss: 0.11176979541778564
Epoch 17, avg running_loss: 0.122310571372509
Epoch 17, avg running_loss: 0.11811129003763199
Epoch 17, avg running_loss: 0.12204974889755249
Epoch 17, avg running_loss: 0.14085277915000916
Epoch 17, avg running_loss: 0.10185406357049942
Epoch 17, avg running_loss: 0.12345186620950699
Epoch 17, avg running_loss: 0.1120542511343956
Epoch 17, avg running_loss: 0.10889171808958054
Epoch 17, avg running_loss: 0.11729264259338379
Epoch 17, avg running_loss: 0.12320729345083237
Epoch 17, avg running_loss: 0.1241491362452507
Validation for Epoch 17 starting:
Training loss for 17:21.182435989379883
Validation loss for 17:0.4885106682777405
 34%|███▍      | 17/50 [23:26<45:24, 82.56s/it]
Training for Epoch 18 starting:
Epoch 18, avg running_loss: 0.159022256731987
Epoch 18, avg running_loss: 0.1823786348104477
Epoch 18, avg running_loss: 0.1778796911239624
Epoch 18, avg running_loss: 0.15490184724330902
Epoch 18, avg running_loss: 0.14285705983638763
Epoch 18, avg running_loss: 0.12912088632583618
Epoch 18, avg running_loss: 0.11825864762067795
Epoch 18, avg running_loss: 0.12602576613426208
Epoch 18, avg running_loss: 0.12433861941099167
Epoch 18, avg running_loss: 0.11996723711490631
Epoch 18, avg running_loss: 0.12480252981185913
Epoch 18, avg running_loss: 0.12501674890518188
Epoch 18, avg running_loss: 0.10769994556903839
Epoch 18, avg running_loss: 0.11720236390829086
Epoch 18, avg running_loss: 0.11238797754049301
Epoch 18, avg running_loss: 0.1149870902299881
Epoch 18, avg running_loss: 0.11712721735239029
Epoch 18, avg running_loss: 0.10789354145526886
Validation for Epoch 18 starting:
Training loss for 18:23.61867904663086
Validation loss for 18:0.47825515270233154
 36%|███▌      | 18/50 [24:49<44:01, 82.55s/it]
Training for Epoch 19 starting:
Epoch 19, avg running_loss: 0.10803114622831345
Epoch 19, avg running_loss: 0.11385058611631393
Epoch 19, avg running_loss: 0.11707805842161179
Epoch 19, avg running_loss: 0.10974907130002975
Epoch 19, avg running_loss: 0.10020482540130615
Epoch 19, avg running_loss: 0.10376346111297607
Epoch 19, avg running_loss: 0.10005728155374527
Epoch 19, avg running_loss: 0.10312413424253464
Epoch 19, avg running_loss: 0.10833968967199326
Epoch 19, avg running_loss: 0.10211057960987091
Epoch 19, avg running_loss: 0.1001472994685173
Epoch 19, avg running_loss: 0.09835132956504822
Epoch 19, avg running_loss: 0.11307922750711441
Epoch 19, avg running_loss: 0.14888408780097961
Epoch 19, avg running_loss: 0.17339389026165009
Epoch 19, avg running_loss: 0.11158641427755356
Epoch 19, avg running_loss: 0.11414282768964767
Epoch 19, avg running_loss: 0.12155759334564209
Validation for Epoch 19 starting:
Training loss for 19:20.47451400756836
Validation loss for 19:0.49779877066612244
 38%|███▊      | 19/50 [26:11<42:39, 82.56s/it]
Training for Epoch 20 starting:
Epoch 20, avg running_loss: 0.10641434043645859
Epoch 20, avg running_loss: 0.13215629756450653
Epoch 20, avg running_loss: 0.10209242254495621
Epoch 20, avg running_loss: 0.11645366251468658
Epoch 20, avg running_loss: 0.11683102697134018
Epoch 20, avg running_loss: 0.12215172499418259
Epoch 20, avg running_loss: 0.1114601269364357
Epoch 20, avg running_loss: 0.1028979942202568
Epoch 20, avg running_loss: 0.09691144526004791
Epoch 20, avg running_loss: 0.09817077964544296
Epoch 20, avg running_loss: 0.098558709025383
Epoch 20, avg running_loss: 0.08831080049276352
Epoch 20, avg running_loss: 0.09601330012083054
Epoch 20, avg running_loss: 0.09675518423318863
Epoch 20, avg running_loss: 0.10927515476942062
Epoch 20, avg running_loss: 0.10065291076898575
Epoch 20, avg running_loss: 0.102210633456707
Epoch 20, avg running_loss: 0.09534034878015518
Validation for Epoch 20 starting:
Training loss for 20:18.92657470703125
Validation loss for 20:0.5729038119316101
 40%|████      | 20/50 [27:34<41:16, 82.54s/it]
Training for Epoch 21 starting:
Epoch 21, avg running_loss: 0.10321469604969025
Epoch 21, avg running_loss: 0.10843419283628464
Epoch 21, avg running_loss: 0.09983382374048233
Epoch 21, avg running_loss: 0.09953846037387848
Epoch 21, avg running_loss: 0.09720420092344284
Epoch 21, avg running_loss: 0.10649807751178741
Epoch 21, avg running_loss: 0.09810788929462433
Epoch 21, avg running_loss: 0.09880050271749496
Epoch 21, avg running_loss: 0.09540974348783493
Epoch 21, avg running_loss: 0.10011392831802368
Epoch 21, avg running_loss: 0.085997574031353
Epoch 21, avg running_loss: 0.09475179761648178
Epoch 21, avg running_loss: 0.09594158828258514
Epoch 21, avg running_loss: 0.1038573756814003
Epoch 21, avg running_loss: 0.09551522880792618
Epoch 21, avg running_loss: 0.12175893038511276
Epoch 21, avg running_loss: 0.09768838435411453
Epoch 21, avg running_loss: 0.10434861481189728
Validation for Epoch 21 starting:
Training loss for 21:18.07015037536621
Validation loss for 21:0.5259543657302856
 42%|████▏     | 21/50 [28:56<39:53, 82.53s/it]
Training for Epoch 22 starting:
Epoch 22, avg running_loss: 0.1045088917016983
Epoch 22, avg running_loss: 0.1168789193034172
Epoch 22, avg running_loss: 0.09355533123016357
Epoch 22, avg running_loss: 0.09521037340164185
Epoch 22, avg running_loss: 0.09885691106319427
Epoch 22, avg running_loss: 0.08942266553640366
Epoch 22, avg running_loss: 0.09423350542783737
Epoch 22, avg running_loss: 0.099631667137146
Epoch 22, avg running_loss: 0.08664648234844208
Epoch 22, avg running_loss: 0.08645516633987427
Epoch 22, avg running_loss: 0.10946553945541382
Epoch 22, avg running_loss: 0.09499988704919815
Epoch 22, avg running_loss: 0.10783727467060089
Epoch 22, avg running_loss: 0.09042171388864517
Epoch 22, avg running_loss: 0.08769930899143219
Epoch 22, avg running_loss: 0.08882556855678558
Epoch 22, avg running_loss: 0.08908458799123764
Epoch 22, avg running_loss: 0.0892268568277359
Validation for Epoch 22 starting:
Training loss for 22:17.229604721069336
Validation loss for 22:0.4898584485054016
 44%|████▍     | 22/50 [30:19<38:30, 82.53s/it]
Training for Epoch 23 starting:
Epoch 23, avg running_loss: 0.10739486664533615
Epoch 23, avg running_loss: 0.28668031096458435
Epoch 23, avg running_loss: 0.23051802814006805
Epoch 23, avg running_loss: 0.21611367166042328
Epoch 23, avg running_loss: 0.1762647032737732
Epoch 23, avg running_loss: 0.15647098422050476
Epoch 23, avg running_loss: 0.1330939531326294
Epoch 23, avg running_loss: 0.12024765461683273
Epoch 23, avg running_loss: 0.11609351634979248
Epoch 23, avg running_loss: 0.10459887236356735
Epoch 23, avg running_loss: 0.1173340305685997
Epoch 23, avg running_loss: 0.1010771319270134
Epoch 23, avg running_loss: 0.10839686542749405
Epoch 23, avg running_loss: 0.11448495835065842
Epoch 23, avg running_loss: 0.10943149775266647
Epoch 23, avg running_loss: 0.10444865375757217
Epoch 23, avg running_loss: 0.10303918272256851
Epoch 23, avg running_loss: 0.10198446363210678
Validation for Epoch 23 starting:
Training loss for 23:25.07672882080078
Validation loss for 23:0.5476275086402893
 46%|████▌     | 23/50 [31:41<37:08, 82.55s/it]
Training for Epoch 24 starting:
Epoch 24, avg running_loss: 0.09184201806783676
Epoch 24, avg running_loss: 0.10037817060947418
Epoch 24, avg running_loss: 0.09151700139045715
Epoch 24, avg running_loss: 0.10107138007879257
Epoch 24, avg running_loss: 0.08529800176620483
Epoch 24, avg running_loss: 0.09082416445016861
Epoch 24, avg running_loss: 0.0878152921795845
Epoch 24, avg running_loss: 0.09082665294408798
Epoch 24, avg running_loss: 0.0957038551568985
Epoch 24, avg running_loss: 0.09698724001646042
Epoch 24, avg running_loss: 0.08913884311914444
Epoch 24, avg running_loss: 0.09867149591445923
Epoch 24, avg running_loss: 0.10045094788074493
Epoch 24, avg running_loss: 0.09031546115875244
Epoch 24, avg running_loss: 0.07870077341794968
Epoch 24, avg running_loss: 0.0895167887210846
Epoch 24, avg running_loss: 0.08519270271062851
Epoch 24, avg running_loss: 0.08735682815313339
Validation for Epoch 24 starting:
Training loss for 24:16.516075134277344
Validation loss for 24:0.5274023413658142
 48%|████▊     | 24/50 [33:04<35:45, 82.53s/it]
Training for Epoch 25 starting:
Epoch 25, avg running_loss: 0.08082988113164902
Epoch 25, avg running_loss: 0.08475549519062042
Epoch 25, avg running_loss: 0.09578312188386917
Epoch 25, avg running_loss: 0.08962621539831161
Epoch 25, avg running_loss: 0.0869828313589096
Epoch 25, avg running_loss: 0.08096177130937576
Epoch 25, avg running_loss: 0.0784599557518959
Epoch 25, avg running_loss: 0.08391866832971573
Epoch 25, avg running_loss: 0.08934489637613297
Epoch 25, avg running_loss: 0.07690586894750595
Epoch 25, avg running_loss: 0.10267213732004166
Epoch 25, avg running_loss: 0.09065575152635574
Epoch 25, avg running_loss: 0.09373262524604797
Epoch 25, avg running_loss: 0.09479178488254547
Epoch 25, avg running_loss: 0.09702160209417343
Epoch 25, avg running_loss: 0.09030439704656601
Epoch 25, avg running_loss: 0.09462472051382065
Epoch 25, avg running_loss: 0.08577447384595871
Validation for Epoch 25 starting:
Training loss for 25:15.971465110778809
Validation loss for 25:0.594258725643158
 50%|█████     | 25/50 [34:26<34:23, 82.54s/it]
Training for Epoch 26 starting:
Epoch 26, avg running_loss: 0.09034395962953568
Epoch 26, avg running_loss: 0.09177839010953903
Epoch 26, avg running_loss: 0.10573925077915192
Epoch 26, avg running_loss: 0.08698232471942902
Epoch 26, avg running_loss: 0.09723259508609772
Epoch 26, avg running_loss: 0.09339345991611481
Epoch 26, avg running_loss: 0.08775071054697037
Epoch 26, avg running_loss: 0.08301576972007751
Epoch 26, avg running_loss: 0.07706795632839203
Epoch 26, avg running_loss: 0.07790373265743256
Epoch 26, avg running_loss: 0.08163058757781982
Epoch 26, avg running_loss: 0.08955981582403183
Epoch 26, avg running_loss: 0.0897274985909462
Epoch 26, avg running_loss: 0.08140488713979721
Epoch 26, avg running_loss: 0.0930718407034874
Epoch 26, avg running_loss: 0.08948852866888046
Epoch 26, avg running_loss: 0.08638744056224823
Epoch 26, avg running_loss: 0.08798394352197647
Validation for Epoch 26 starting:
Training loss for 26:15.904623985290527
Validation loss for 26:0.5174745321273804
 52%|█████▏    | 26/50 [35:49<33:00, 82.53s/it]
Training for Epoch 27 starting:
Epoch 27, avg running_loss: 0.08840154856443405
Epoch 27, avg running_loss: 0.09716802090406418
Epoch 27, avg running_loss: 0.08384490013122559
Epoch 27, avg running_loss: 0.07737604528665543
Epoch 27, avg running_loss: 0.08143692463636398
Epoch 27, avg running_loss: 0.0836166962981224
Epoch 27, avg running_loss: 0.080076202750206
Epoch 27, avg running_loss: 0.08182954788208008
Epoch 27, avg running_loss: 0.08009424060583115
